"i_d","hotel_i_d","description","city_in_trans","image_url_1","image_url_2","image_url_3","image_url_4","image_url_5"
29,"us/the-time","Located steps from Broadway theaters, The Time New York, part of JdV by Hyatt, features chic guest rooms by famed designer David Rockwell.

Every room features a flat screen TV, designer Moroso chairs and plush bed linens. The stylish bathrooms boast a rainfall shower, Frette bathrobes and luxury toiletries.

Guests receive full access to TMPL Fitness Hell's Kitchen as well as unlimited use of the hotel’s onsite 24-hour fitness center.

The on-site Italian restaurant, Serafina, serves Northern Italian cuisine and is currently open for breakfast, lunch and dinner.

The Time New York is located steps from Times Square as well as the famed Restaurant Row. The nearest airport is LaGuardia International Airport, 6.2 mi away.

All guests are welcome to join us daily for Wine & Cheese, hosted by our management team in the LeGrande Lounge at The Time New York from 5-6pm.","","https://cf.bstatic.com/xdata/images/hotel/max200/452143378.jpg?k=2ea6e2c9eb9af88da792e5f00766b893c688559b771186447823e0dd91578a3b&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/528750288.jpg?k=35d3aa7235abd48bc39889d256b51ec7697792cdd54d877590e6b7e3792fe041&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/528750305.jpg?k=7c1e9e86ccbfbf9a5c5c58d007fdae5ce387b0c40ff8c93a1f17734abf711548&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/528750285.jpg?k=1b927ece99d61795a1b29d2f7188749a8ddebcbece40da1657c229ee6eabe5c6&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/528750286.jpg?k=f596c3e2e585a6a957a71bbaf829726090f33c9f8bba60bc17d8a359cb45f64d&o=&hp=1"
30,"us/mayfair-new-york","The newly renovated Historic Mayfair Hotel in the NYC Theater District

Located in the heart of Manhattan’s Theater District and just a short walk from world-famous Times Square, is the newly revamped Mayfair Hotel New York City, Ascend Hotel Collection®. Offering excellent value, amenities and service for its Midtown location, our boutique hotel will help you make the most of your NYC experience. Whether you’re here on business or treating yourself to that long overdue vacation, our updated hotel is the ideal place to stay and immerse yourself in the “Crossroads of the World”.

Discover local hotspots with helpful recommendations from our concierge service, available 24 hours a day. Catch a Broadway show at the Eugene O’Neill Theater right next door, or enjoy a walk to Times Square, Radio City Music Hall, Rockefeller Center and MOMA—all less than a 10-minute walk from our hotel. You can also spend the day taking in world class shopping in the Garment District, dining in Hell’s Kitchen, and sightseeing at the Statue of Liberty, Central Park, and so much more.

At our Big Apple hotel, we put you in touch with the city’s distinctive style. Choose from 73 newly renovated rooms with modern décor and essential amenities across seven floors. Deluxe, superior suites and a Grand Suite await guests ready for the ultimate New York City experience, many offering breathtaking views. You’ll also enjoy complimentary access to high-speed WiFi and wireless casting on a flat-screen TV during your stay.

Guests must be over 21 years of age to make a reservation. ID required at check-in. No exceptions. Guests attempting to check-in without ID, and guests under 21 years of age, will have their reservation(s) canceled and will be charged according to the terms of the reservation(s).","","https://cf.bstatic.com/xdata/images/hotel/max200/509364564.jpg?k=6b7078ee7567cda8eb1c79bdd4b8a837cb01f13dcfcfe838b26fd4bd933461df&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/580276956.jpg?k=97a48685a68d838b9bb0b6402952d28b5c419fa42b1551f0a6b11fc674959e70&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/580277035.jpg?k=4e5d137dd24e0f1a316b804d1f93bdce1b389b423af8e95fa499f53c41c2c402&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/580276978.jpg?k=50a20d5d7c985a81702b17a31d12ea1773d9fe0502010727dc45ef7817aea5c1&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/580276912.jpg?k=d531dc2646969aa3c9e2eaeb075a4b43325b65ace4dd42972a9098d6b95fc1b4&o=&hp=1"
31,"us/moxy-nyc-times-square","MOXY NYC Times Square, offers pet-friendly accommodations, and features free WiFi and a fitness center. Macy's is 656 feet from the property. Guests can enjoy the on-site restaurant and a rooftop bar.

All rooms are equipped with a flat-screen TV and air purification systems. Each room has a private bathroom. Extras include free toiletries, a hairdryer, pen pegboard closet with foldaway hanging desk, luggage rack, bench and chair.

There is a 24-hour front desk and a shared lounge. Guests can enjoy an evening drink at the roof-deck bar on the 18th floor with views of the Empire State Building - reservations required.

Madison Square Garden is 1312 feet from MOXY NYC Times Square, while Empire State Building is 1969 feet from the property. The nearest airport is LaGuardia Airport, 6.2 mi from the property.","","https://cf.bstatic.com/xdata/images/hotel/max200/439518262.jpg?k=2edc66d2106bc195af841eb2c136a7488a031b7745e5085e1cc665b4814124df&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/439518264.jpg?k=28892b4f1a5e8286cbf5b411abd2fa60c59e95cd3c475635089a57526633d5fd&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/439518268.jpg?k=2149d84ccff871ee4fe585d5534bb9532eb27dd2a41a053bf685584b786ac61d&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/439518267.jpg?k=3697c13b668d656de000110ee50406ba6e2f74777c6dd35baf92a44f814bbf7d&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/538657026.jpg?k=4926cea76ecbbd8a7f33d6398751aa57ce1b0b2ad0127db7e00ab7b75bb5e7d1&o=&hp=1"
32,"us/candlewood-suites-new-york-city","Just a 5-minute walk from Times Square, this all-suite Manhattan hotel features an on-site 24-hour convenience store and suites equipped with free Wi-Fi, a flat-screen TV, and a DVD player.

A fully equipped kitchen complete with a dishwasher is also in each suite at Candlewood Suites NYC – Times Square. There is a dining area and a seating area, as well as a work desk.

A modern fitness center and a business center are available on site at the Times Square Candlewood Suites. The front desk is staffed 24 hours a day. Weekly housekeeping service is provided.

Broadway and the Theater District are a 5-minute walk from this hotel, while Madison Square Garden is a 9-minute bus ride away. Macy's and the Javitz Center are both within 15 minutes' walk of the Candlewood Suites NYC.","","https://cf.bstatic.com/xdata/images/hotel/max200/389807586.jpg?k=713a50636240219e6ef0b89bc59731f6f7a545a1464cdb05f08fb331ffbb649c&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/523507304.jpg?k=f87e938296674a788c2db68bdc8ff6b6bb2fa3526d817c62a4c91294d031be15&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/389823646.jpg?k=ae07fd361e5e991ae4af3042b9f8b7a812482fed9c1005ff45c63df91f783a49&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/389812633.jpg?k=de81d446b18e065516b52dc8d30454dd7e73fee5cac29f03a8f400e4d32588d1&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/389734245.jpg?k=9247e00dc3565e856a4c4a3e91c709ece94861f6d76cb04f506a5ffb80a1dbec&o=&hp=1"
33,"us/hampton-inn-times-square-central","Offering a fitness center, Hampton Inn Times Square Central is located in New York. Free WiFi access is available and guests can enjoy the complimentary breakfast buffet.

Each room here will provide you with a flat-screen TV, coffeemaker and ironing facilities. Featuring a hairdryer, private bathrooms also comes with free toiletries. Extras include a desk and a laptop safe.

At Hampton Inn Times Square Central you will find a 24-hour front desk and a snack bar.

The hotel is 984 feet from Times Square, 1640 feet from Restaurant Row and 1969 feet from Macy's. Newark Liberty International Airport is 11 mi away.","","https://cf.bstatic.com/xdata/images/hotel/max200/602518154.jpg?k=9775063a57ee18fdc03000693de2a6953c9af36ad93cf700e1e71fa696e33b28&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/549803268.jpg?k=2f82d052530eb6ef6dbe322013ffd54f546ec34fb7b55c6f422d7916abbafd1b&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/549803255.jpg?k=761dd72dad046f55017909f58b44e97dc8ab00284903b9aec6d00a8ed21ee81f&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/602518164.jpg?k=ba56b7df2cce7130ac6d079bfb98e984014d45c11cf48e76bc695a5a9cd699b8&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/602518172.jpg?k=987cac314d2e7a75cba5b5fcc458fabb2bafc909f22cb737295c211f9613c5e4&o=&hp=1"
34,"us/aloft-new-york-chelsea","Featuring a shared lounge, bar and views of city, Aloft New York Chelsea is located in New York, a 8-minute walk from Madison Square Garden. With a fitness center, the 4-star hotel has air-conditioned rooms with free WiFi, each with a private bathroom. The property provides evening entertainment and an ATM.

At the hotel, every room comes with a desk. All guest rooms at Aloft New York Chelsea are equipped with a flat-screen TV with satellite channels and a safety deposit box.

Guests at the accommodation can enjoy an American breakfast.

There's an on-site snack bar and guests can also use the business area. Languages spoken at the reception include Mandarin, English and Spanish.

Popular points of interest near Aloft New York Chelsea include Flatiron Building, Penn Station and Macy's. LaGuardia Airport is 7.5 miles away.","","https://cf.bstatic.com/xdata/images/hotel/max200/516648055.jpg?k=e95268e88c1fd1c6b4de6efd4c7b6d077078bea8d9f5337fa72d0c4a76111a33&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/514783634.jpg?k=e944d0c3eb4b7873bba584b7978826d9a071bfaca97d2a00d12da0508b161970&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/514783662.jpg?k=4eaf85d8efd62482ba0a5c5128c87c92b7a6ce548fb8ff4c357f93d78778446b&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/516648102.jpg?k=5f878081b8f6e68725c996e8c4f4e1c0ed8e3d7a30a17dd5bc60014805cdc9bc&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/514783699.jpg?k=f0d1e1e7c1de8b361f078b48ef2e6fdfee0bb6d21fe39646b805e8ac32a845a2&o=&hp=1"
35,"us/springhill-suites-by-marriott-new-york-manhattan-times-square-36th-st","Set in the Hell's Kitchen district of New York, SpringHill Suites New York Manhattan/Times Square South offers a fitness center. The property is close to several noted attractions, around 2297 feet from Macy's and around  1050 feet from Madison Square Garden. The property provides a 24-hour front desk.

Guests at the hotel can enjoy a continental or a buffet breakfast. At SpringHill Suites Times Square you will find a restaurant serving American cuisine.

Times Square is 0.7 mi from the accommodations, while Bryant Park is 0.7 mi from the property. LaGuardia Airport is 9.3 mi away.","","https://cf.bstatic.com/xdata/images/hotel/max200/630483688.jpg?k=3370f24edf96a122dfe966af7c1bb0641af4d25f5b9843f98ef467f48c8b2d8d&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/630483650.jpg?k=134b41eb40dca66b2c5bc05551dff9fed1212eefbb55207b8793984fb15aa85e&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/630483660.jpg?k=78daa290a76b37675e6f2d7c32d58b231c9a7f36052754a2e2e3c0963d54a005&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/630483706.jpg?k=95a546cfb89de17490558eeb8b4bc55193a385adb90e719cacd10defbc60efd9&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/630483672.jpg?k=157769d846a4e92d6ee4dda59343c1803e80913ca213baa7aef1f81de1b85d09&o=&hp=1"
36,"us/club-quarters-grand-central","Offering a restaurant and a fitness center, Club Quarters Hotel Grand Central, New York is located 0.8 mi from Times Square in New York. Free WiFi access is available.

Each room here will provide you with a large TV, an iHome clock-radio and a Nespresso coffee/tea maker with complimentary coffee and tea. Some rooms include a fully equipped kitchenette and a sofa bed.

At Club Quarters Grand Central Hotel you will find a 24-hour front desk, a terrace and a bar. Other facilities offered at the property include a shared lounge and business facilities.

The Club Quarters Hotel is 656 feet from Grand Central Station, 656 feet from Chrysler Building and 1969 feet from Rockefeller Center. The Grand Central - 42 Street underground station is a short walk from the property.Central Park is 2 underground stops away.","","https://cf.bstatic.com/xdata/images/hotel/max200/282379519.jpg?k=30469a282305fd38d58e3295f1a25786e89ee30ac0c5fb0cc8414051fe8dc27f&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/583564928.jpg?k=4cacc4b93565eb485a938653ed6cd1ce9b42e9733e7dbbdfdf03e9442263455e&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/583564924.jpg?k=eb12001c7d6a73d8e91dc155315adf828afd2f682ea21ef3976644311c5a2e07&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/583565753.jpg?k=e069af8e35e7e08aceab0e2da3c45159f214ee949cd8aa87fecf414c55f206df&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/287945853.jpg?k=846dfa3e328313c9298c00e29089893788be6630b9e03549036fdd96af6940b4&o=&hp=1"
37,"us/sobeny-the-blakely","Located in New York and with Broadway Theatre reachable within a 4-minute walk, The Blakely by LuxUrban provides concierge services, non-smoking rooms, a shared lounge, free WiFi throughout the property and a terrace. Popular points of interest nearby include Top of the Rock, St Patrick's Cathedral and Central Park. The property is a 4-minute walk from Museum of Modern Art, and within 700 yards of the city center.

The hotel will provide guests with air-conditioned rooms with a desk, an electric tea pot, a fridge, a microwave, a safety deposit box, a flat-screen TV and a private bathroom with a bath or shower. At The Blakely by LuxUrban each room has bed linen and towels.

Speaking English, Spanish, Hebrew and Hindi, staff are willing to help at the 24-hour front desk.

Popular points of interest near the accommodation include Radio City Music Hall, Carnegie Hall and Rockefeller Center. LaGuardia Airport is 6.8 miles away.","","https://cf.bstatic.com/xdata/images/hotel/max200/545919854.jpg?k=43e17772db8c0c9353938e1eadc403969858746a69f64e2f35a5f6cf24b43d07&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/405137387.jpg?k=54aa84b9ae6d5fb74faae68c3e6ab306a06d255e9dbd23ae19706cd2fa482355&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/367779133.jpg?k=04a0b036b8f97ae924473b8d907477aa36dd627450f111dc5ae187aa52dca2a9&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/545919856.jpg?k=df673c86a47814cfe88f4e8c288545760ce8972928a4e3a483099e5d4e5c0175&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/545919857.jpg?k=b29ac9b934f1c967070423aa66ea127edadaf23f22af45ca2ecdf366fc785e10&o=&hp=1"
38,"us/omni-bershire-place","Located within 2113 feet from Rockefeller Center and Radio City Music Hall, this family-friendly Manhattan hotel is 2641 feet from Central Park. It features on-site dining and a sundeck.

The rooms at Omni Berkshire Place include a 49-inch flat-screen HDTV with streaming service and a marble bathroom. WiFi is also available.

The on-site gym features views of St. Patrick's Cathedral and cardio machines with personal TVs. Concierge services, including in-room massages, are offered.

A subway station can be found within 466 feet of Omni Berkshire Place. Times Square is 0.7 mi from the property.","","https://cf.bstatic.com/xdata/images/hotel/max200/374719752.jpg?k=411f644444794cccf5ae66da63c427f2cc11105c4fec016a47927842777ba80e&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/374719803.jpg?k=189559779fdf2b050a454de5dd3fa92d48544358705ec8b0785cf171d384f0d8&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/374719810.jpg?k=62935a6339c2887d57b8b1f8f981b356118b1da513cf98ca02ea5e9e20ffc939&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/325330659.jpg?k=7285a811271ff01123ac3499217d356acc52793ae4db1bc7b184e8b1a3f8a9a6&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/254500136.jpg?k=2feaf1b5bc07538c515f18c1ce4dd7221f8c3d226f5daebc44bf7a23ba15bcec&o=&hp=1"
39,"us/the-belvedere-new-york","Located in the heart of the Theater District and Time Square, The Belvedere Hotel is less than 0.6 mi from Radio City Music Hall and a 10-minute walk from Broadway Theater. Free WiFi is available.

All units in the hotel are equipped with a flat-screen TV, work desk, microwave and refrigerator.

Guests can dine in the on-site restaurant, which serves Brazilian cuisine.

The Belvedere Hotel offers a fitness center, daily morning coffee from 7am to 10am served in the Hudson Lobby, unlimited local calls, and package receiving.

For guests' convenience, the accommodations has a business center. Staff at the 24-hour front desk can provide tips on the area.

Carnegie Hall and Rockefeller Center are 0.7 mi from the property. LaGuardia Airport is 8.1 mi away and public transportation is lcated nearby.","","https://cf.bstatic.com/xdata/images/hotel/max200/303276079.jpg?k=7c641bb6a05b102ca99c07bf59d21a5c07eac5db177ac370139ca79ea1a4c348&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/184219979.jpg?k=cf5bc8d29f94c17caedd754fe3bf8c253a9c22957b739b98f3c0f7ead7535abc&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/336977988.jpg?k=1a811c7cefe60befd072dfc0fd3a2748bf096ee9b43fc760cfc05aeca98062eb&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/184706906.jpg?k=55cd94d68058a457f15b47757c4d5a6fb4b1dcb49f8ded26282eebcdbfae21ae&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/184707431.jpg?k=d4acfecbcd6b134d53fea598aae2c642f00199d245e0fc4cd0a2810843da85ab&o=&hp=1"
40,"us/courtyard-new-york-manhattan-midtown-east","This East Midtown Manhattan hotel is 9 minutes' walk from the shops and restaurants of Fifth Avenue. Free Wi-Fi is provided in the lobby. Central Park is 15 minutes' walk away.

A 37-inch flat-screen cable TV, large windows and city views are featured at Courtyard New York Manhattan. A seating area and a large work desk are provided. Room service from nearby restaurants is available.

Several shared seating areas are located on the 12th floor. Concierge services, a fitness center with city views and a business center are also available to guests at Midtown East New York Courtyard.

Table 866 is an on-site counter service restaurant that serves breakfast items and Starbucks coffee.

The 53rd Street Subway Station is a 1-minute walk from the hotel and offers easy access to the Empire State Building and Times Square. Saint Patrick's Cathedral is 10 minutes' walk from the property.","","https://cf.bstatic.com/xdata/images/hotel/max200/627313649.jpg?k=e42a6692f071a696fdc58e7d3fbc5b158f7fbbe87600b80bccf1460cd92a4e29&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/453264522.jpg?k=e98382437ef7f93977aaa9acba4174bb6779a5b308e0bcc985944229f3b836e0&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/627313700.jpg?k=d232b0784e86c839b971307cb1288a4f99e93b6405403f1d0c098e8012b35503&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/627313667.jpg?k=d819ecf14135655ad1a273a6f326442a3afdc5b94cb85585934248c4e47e2f70&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/453264542.jpg?k=09e5ae2a6788c36d63b3f151e6f7431a36b4960b1b7fe61e99e6eb3e32a16e03&o=&hp=1"
41,"us/west-57th-street-by-hilton-club","Ideally set in New York, Hilton Club West 57th Street New York has air-conditioned rooms, a fitness center and free WiFi. This 3-star hotel offers a 24-hour front desk and a concierge service. Private parking can be arranged at an extra charge.

The rooms at the hotel come with a flat-screen TV with cable channels and a safety deposit box. Guest rooms will provide guests with a fridge.

Popular points of interest near Hilton Club West 57th Street New York include Carnegie Hall, Broadway Theatre and Museum of Modern Art. LaGuardia Airport is 6.2 miles from the property.","","https://cf.bstatic.com/xdata/images/hotel/max200/485684824.jpg?k=c2a8ed259153240fad961d81aa4af6eac4b5a7988d4654e45d66510571341536&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/485684838.jpg?k=9a819d7fcfb4add3ca309db49a6cc5717af1815d37994f3102cd821bb77cfdd8&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/485684851.jpg?k=8dd48ae1e7dcbdde40ec2fd8da67204a50257c080d9802e8ac5f6cfdbf8fac90&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/485684868.jpg?k=7d9251d5cb63a96c2722dad859addf890b91d63333866c1bc8596b98bdd1b447&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/485684863.jpg?k=5a50a6bb2bb7ca9ff510779d906220c41b4585e764a6160b20046b5d8f0009c7&o=&hp=1"
42,"us/carnegie-hotel-new-york","The Carnegie Hotel in midtown Manhattan is a modern intimate boutique hotel, designed with fine architecture and custom Italian furniture. It is 528 feet from the Carnegie Hall and 1056 feet from Central Park.

Each room and suite at Carnegie Hotel has in-room safes, complimentary Rituals bath amenities, linen and bathrobes.

Complimentary continental breakfast and Wi-Fi access is offered to all guests. Relax in the lounge area with a complimentary wine hour hosted every night. Guests can also enjoy the 24-hour snacks and coffee service.

The shopping destinations of Fifth Avenue are within easy access of the the Carnegie Hotel. Columbus Circle and the Museum of Modern Are are 1585 feet from this midtown property, and Times Square is 2641 feet away.","","https://cf.bstatic.com/xdata/images/hotel/max200/115135123.jpg?k=4adc7e4e5ec0a2513e29d35309623238611216ce613378f7328b923f411ed360&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/87252509.jpg?k=de72da12959639398ee50087881161f47a54cbdb304913d656bdaddf02f495c3&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/346560436.jpg?k=31c77d78ae9ac24ede6f753f6ecf41048338e674253f216ca1a77391544bca06&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/115136371.jpg?k=a6f08c4df0b832b801e9fe07d2d823ded7349ca0ce2680db3fc6560c4598e4b3&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/369283951.jpg?k=00859d41c142a1585bd922bd444db3051e4f1611edfda80d943155105684cf43&o=&hp=1"
43,"us/park-lane-new-york","Park Lane New York is a deluxe hotel with a European ambiance, providing views over Central Park and the New York skyline. It is only 2 minutes’ walk from the elegant shops of 5th Avenue and the 59th Street N,Q,R underground station.

Spacious and bright, rooms at Park Lane New York are fitted with oversize windows and fine linens. Amenities include flat-screen TVs and access to the on-site fitness center.

Enjoy a seasonal menu created by Joseph Fontanals at The Park Room Restaurant, or select from a wide variety of cocktails at Harry's New York Bar.

New York’s Museum of Modern Art, Radio City Music Hall, and Rockefeller Center, are all within 10 minutes' walk. With the park directly in front of the hotel, jogging and recreational activities are easily accessible.","","https://cf.bstatic.com/xdata/images/hotel/max200/336418375.jpg?k=47a9d1f136cea4b248de582d3b4d7fbb72f29e5df47121ec420531b0ea71ea25&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/336418376.jpg?k=35f72529084bfb60ca79b8f5ff45f18a378fabf422bcf199b60671d4e95a8b9d&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/336423880.jpg?k=fd5be5873040b6a9fecb1dbeeb818a16b98b6db7ab03b5ff70ecb58297808a2f&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/336419248.jpg?k=e2e1e9ad072bacb030d0a18f74a25b8d327e15f48b60269be0d13c3ae7a064fa&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/336418203.jpg?k=946c78dc4c50ec377a56c05f48fb50fa10c6a0bf316dc883534d1e64c601a84e&o=&hp=1"
44,"us/korman-kommunities-central-park","AKA Central Park offers studio and penthouse suites with living areas and fully-equipped kitchens. Amenities and services include a lounge, meeting space, and complimentary WiFi.

AKA Central Park is 525 feet from the Central Park and Grand Central is 0.9 mi away. Being a minute's walk away from 5th Avenue, shopping destinations like Dolce&Gabana, Bergdorf Goodman, Tiffany & Co and more are within 1640 feet of AKA Central Park.

The suites come with a kitchen that is equipped with stainless steel appliances. The rooms have attached marble bathrooms. Flat-screen TVs are also provided.

A business center with an executive conference room and a Technogym fitness center are available at AKA Central Park. Personal training options are available as well. Gym facilities are only available with a reservation. Guests can also enjoy a private cinema experience at the property.

The Museum of Modern Art and Radio City Music Hall are 2112 feet away.","","https://cf.bstatic.com/xdata/images/hotel/max200/35246237.jpg?k=f05ebac6431efeec8ec1f45b90897ff46ab601796a9727cf621278a97d72c92d&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/446271878.jpg?k=2016f760f94f5286c6cfe526a0a28dcd5fd2429f1dfcefc5cf4bb8284071c113&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/349779527.jpg?k=833aa0bfe0b163dd242c684512c83aae342feae45f38eebc82dbd2942d88fa75&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/349781153.jpg?k=4d3baf11960010a1eb2c7208b5239b0a699c8c89164289ae1a4494f3e08bb9d3&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/469159882.jpg?k=023327a54df27265e5f3dbc4a4edac61c21048cf213381f8e876eeafb6f9219b&o=&hp=1"
45,"us/nap-york-new-york1","Nap York Central Park Sleep Station is well situated in the center of New York, and provides a shared lounge and free WiFi. This property is located a short distance from attractions such as Radio City Music Hall, Rockefeller Center, and Top of the Rock. St Patrick's Cathedral is a 14-minute walk from the hostel and Central Park is 0.6 miles away.

All guest rooms at the hostel are equipped with a private bathroom equipped with a shower.

Popular points of interest near Nap York Central Park Sleep Station include Broadway Theatre, Museum of Modern Art and Carnegie Hall. LaGuardia Airport is 6.8 miles away.","","https://cf.bstatic.com/xdata/images/hotel/max200/430526231.jpg?k=6667752051b8af588800fa3079343d63793186312a4b48762fe04cc228946394&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/408593821.jpg?k=3dff0ab5a0a159fd20c4777a7a7361723771fbeafdf8c53690aa4752b8b99c9f&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/320984607.jpg?k=31a0a3dbd58a9e9a7106939e827fc6849cb4237416dac257734cc4e70e90a878&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/430396142.jpg?k=b39d0c86ea0d942b9fce0f443209792f136fa669690d9dbead509c3c68ee0064&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/430396041.jpg?k=cd119a30923a0f76761242cb025930e096840cad82bc191e4fe59f6820c4d451&o=&hp=1"
46,"us/loews-regency","On famous Park Avenue, this modern family-friendly hotel is 2 blocks from Central Park and a 15-minute walk from Rockefeller Center. It features on-site dining and 24-hour concierge services.

The neutrally-colored guest rooms at Loews Regency New York Hotel include modern furnishings and a flat-screen TV. Guests can relax with a drink from the minibar. A work desk is also provided.

Subway access is 2 blocks from Loews Regency New York Hotel. The Metropolitan Museum of Art is 1 mile away.","","https://cf.bstatic.com/xdata/images/hotel/max200/433891888.jpg?k=b248d5598a16bffd284c60778c1167bc8d63f4fc9ce001ae809707cc3b6a4abf&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/433891863.jpg?k=5385755f10279c2d1f73b0766171f7bff8705da963fc2ab047811783227cd212&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/30729785.jpg?k=7246d04cb39194469a3f3a385078ca4c3efd492ef6e55ad2f03cf7725bbdceed&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/519611358.jpg?k=f1ae56ca0c31c988f1767f179d3b4e95c5bd185f002b06cf80d7425fd143a2b6&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/519624506.jpg?k=c901a10a999f39f2b08cd332ec82b968906673d2ec305e20a683f91890585ab4&o=&hp=1"
